"","Images","Masks"
"363","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/424.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/424.png"
"364","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/425.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/425.png"
"365","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/426.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/426.png"
"366","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/427.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/427.png"
"367","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/428.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/428.png"
"368","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/429.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/429.png"
"369","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/43.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/43.png"
"370","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/430.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/430.png"
"371","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/431.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/431.png"
"372","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/432.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/432.png"
"373","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/433.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/433.png"
"374","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/434.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/434.png"
"375","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/435.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/435.png"
"376","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/436.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/436.png"
"377","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/437.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/437.png"
"378","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/438.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/438.png"
"379","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/439.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/439.png"
"380","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/44.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/44.png"
"381","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/440.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/440.png"
"382","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/441.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/441.png"
"383","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/442.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/442.png"
"384","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/443.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/443.png"
"385","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/444.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/444.png"
"386","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/445.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/445.png"
"387","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/446.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/446.png"
"388","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/447.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/447.png"
"389","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/448.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/448.png"
"390","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/449.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/449.png"
"391","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/45.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/45.png"
"392","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/450.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/450.png"
"393","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/451.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/451.png"
"394","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/452.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/452.png"
"395","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/453.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/453.png"
"396","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/454.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/454.png"
"397","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/455.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/455.png"
"398","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/456.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/456.png"
"399","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/457.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/457.png"
"400","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/458.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/458.png"
"401","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/459.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/459.png"
"402","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/46.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/46.png"
"403","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/460.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/460.png"
"404","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/461.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/461.png"
"405","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/462.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/462.png"
"406","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/463.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/463.png"
"407","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/464.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/464.png"
"408","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/465.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/465.png"
"409","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/466.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/466.png"
"410","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/467.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/467.png"
"411","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/468.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/468.png"
"412","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/469.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/469.png"
"413","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/47.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/47.png"
"414","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/470.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/470.png"
"415","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/471.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/471.png"
"416","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/472.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/472.png"
"417","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/473.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/473.png"
"418","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/474.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/474.png"
"419","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/475.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/475.png"
"420","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/476.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/476.png"
"421","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/477.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/477.png"
"422","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/478.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/478.png"
"423","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/479.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/479.png"
"424","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/48.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/48.png"
"425","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/480.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/480.png"
"426","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/481.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/481.png"
"427","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/482.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/482.png"
"428","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/483.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/483.png"
"429","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/484.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/484.png"
"430","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/485.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/485.png"
"431","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/486.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/486.png"
"432","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/487.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/487.png"
"433","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/488.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/488.png"
"434","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/489.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/489.png"
"435","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/49.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/49.png"
"436","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/490.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/490.png"
"437","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/491.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/491.png"
"438","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/492.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/492.png"
"439","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/493.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/493.png"
"440","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/494.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/494.png"
"441","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/495.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/495.png"
"442","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/496.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/496.png"
"443","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/497.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/497.png"
"444","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/498.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/498.png"
"445","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/499.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/499.png"
"446","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/5.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/5.png"
"447","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/50.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/50.png"
"448","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/500.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/500.png"
"449","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/501.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/501.png"
"450","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/502.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/502.png"
"451","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/503.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/503.png"
"452","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/504.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/504.png"
"453","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/505.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/505.png"
"454","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/506.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/506.png"
"455","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/507.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/507.png"
"456","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/508.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/508.png"
"457","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/509.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/509.png"
"458","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/51.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/51.png"
"459","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/510.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/510.png"
"460","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/511.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/511.png"
"461","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/512.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/512.png"
"462","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/513.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/513.png"
"463","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/514.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/514.png"
"464","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/515.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/515.png"
"465","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/516.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/516.png"
"466","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/517.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/517.png"
"467","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/518.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/518.png"
"468","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/519.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/519.png"
"469","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/52.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/52.png"
"470","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/520.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/520.png"
"471","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/521.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/521.png"
"472","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/522.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/522.png"
"473","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/523.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/523.png"
"474","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/524.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/524.png"
"475","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/525.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/525.png"
"476","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/526.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/526.png"
"477","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/527.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/527.png"
"478","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/528.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/528.png"
"479","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/529.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/529.png"
"480","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/53.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/53.png"
"481","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/530.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/530.png"
"482","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/531.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/531.png"
"483","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/532.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/532.png"
"484","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/533.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/533.png"
"485","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/534.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/534.png"
"486","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/535.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/535.png"
"487","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/536.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/536.png"
"488","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/537.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/537.png"
"489","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/538.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/538.png"
"490","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/539.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/539.png"
"491","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/54.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/54.png"
"492","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/540.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/540.png"
"493","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/541.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/541.png"
"494","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/542.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/542.png"
"495","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/543.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/543.png"
"496","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/544.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/544.png"
"497","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/545.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/545.png"
"498","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/546.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/546.png"
"499","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/547.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/547.png"
"500","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/548.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/548.png"
"501","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/549.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/549.png"
"502","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/55.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/55.png"
"503","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/550.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/550.png"
"504","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/551.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/551.png"
"505","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/552.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/552.png"
"506","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/553.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/553.png"
"507","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/554.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/554.png"
"508","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/555.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/555.png"
"509","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/556.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/556.png"
"510","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/557.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/557.png"
"511","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/558.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/558.png"
"512","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/559.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/559.png"
"513","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/56.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/56.png"
"514","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/560.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/560.png"
"515","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/561.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/561.png"
"516","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/562.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/562.png"
"517","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/563.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/563.png"
"518","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/564.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/564.png"
"519","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/565.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/565.png"
"520","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/566.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/566.png"
"521","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/567.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/567.png"
"522","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/568.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/568.png"
"523","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/569.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/569.png"
"524","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/57.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/57.png"
"525","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/570.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/570.png"
"526","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/571.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/571.png"
"527","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/572.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/572.png"
"528","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/573.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/573.png"
"529","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/574.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/574.png"
"530","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/575.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/575.png"
"531","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/576.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/576.png"
"532","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/577.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/577.png"
"533","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/578.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/578.png"
"534","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/579.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/579.png"
"535","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/58.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/58.png"
"536","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/580.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/580.png"
"537","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/581.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/581.png"
"538","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/582.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/582.png"
"539","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/583.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/583.png"
"540","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/584.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/584.png"
"541","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/585.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/585.png"
"542","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/586.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/586.png"
"543","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/587.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/587.png"
